class,correlation,contrast,homogeneity,energy,dissimilarity
1,0.8442845519092674,6.795972086190009,0.7634386166247453,0.41249804472147683,1.11809041380999
1,0.9378962369038978,5.302690377081294,0.83708437723301,0.39161364158161943,0.7937492348188053
1,0.8228550904313643,7.575048971596474,0.7329713686201869,0.4401242449768588,1.263099902056807
1,0.9378952718425508,5.302782198824682,0.8370834416447887,0.3916140046616673,0.7937568866307542
1,0.7848248758362042,6.432327375122427,0.7733893266347254,0.45197252119840076,1.0627295543584716
1,0.9774519714327614,3.0720341576885413,0.8243510229878253,0.3544640906098714,0.7529803807541627
1,0.9586036274834514,2.885651322233104,0.8341889172648732,0.3968799766753625,0.7098738981390792
1,0.9494985233715643,5.633462904015671,0.7974289788263558,0.31072693107492466,0.9564497122918708
1,0.8889415825778401,6.572860553379039,0.7435740446083173,0.3445292165234834,1.192745317091087
1,0.9798873925200228,3.267231880509305,0.8153173291063971,0.30553626774519366,0.7951380386875612
1,0.9294302440313789,4.703966699314398,0.7400979569468681,0.3299723614602561,1.1274715352595495
1,0.860022143429335,5.589449681684623,0.7714824676623426,0.42647793947895246,1.0484091882957884
1,0.9700575148986688,3.6611012487757097,0.7896606844418272,0.304442649274682,0.9007521731145935
1,0.9760265710066108,4.067642017629775,0.7832355442433291,0.2866255932075945,0.9434378060724781
1,0.9207255072522748,5.911881733594515,0.7719018056064321,0.3352348346255716,1.051619123408423
1,0.9084351165480711,6.529291136141037,0.7639620352723485,0.34681891057265696,1.1068269466209595
1,0.9656938687139125,4.728161728697355,0.8490073037258812,0.3160894971191369,0.7313793156219393
1,0.9146243055834008,4.009182174338884,0.7737859860472895,0.40082644103172926,0.9738767140058766
1,0.9832153154353653,2.959981023506366,0.8314942280463683,0.30771128669575226,0.7234979493143977
1,0.7970331840355539,9.337506121449561,0.7135644402655579,0.3805553287271258,1.381817764446621
1,0.8084077976545063,10.055200171400587,0.7100321405565044,0.39113649104664194,1.4170581843780607
1,0.8560083583426863,10.19144833496572,0.6911965083139373,0.322932895587405,1.4994873285994124
1,0.9645878143306347,4.494689642507346,0.7496299603228751,0.2914308712646684,1.0831331109206659
1,0.9578353934197329,4.010513589618022,0.7692987962148906,0.3180332190096638,0.9876155423604311
1,0.9632343271306962,3.8985981880509306,0.7798518385519635,0.35767563665475494,0.9481513222331047
1,0.9680557025464136,4.385008570029383,0.7567215287840056,0.2900214124511161,1.0538458006856024
1,0.9854499999730305,3.4443560235063657,0.8061454462920591,0.27132772115886367,0.8356849902056807
1,0.8105440059513515,8.074054236043095,0.7042845720289569,0.38726376443504135,1.38581583619001
1,0.7688841197772794,7.871449559255632,0.7099234684110514,0.39772110582694536,1.3486242042115575
1,0.87170360923632,7.766237144955927,0.7338648944759769,0.35817589161949187,1.2633256305093044
1,0.93026841767789,7.478253550440745,0.7490605669806355,0.3212461131922232,1.199777332272282
1,0.9100653694101839,9.171492409402546,0.741763324449018,0.3187391918362731,1.2728177032321253
1,0.8831016460934868,10.557801787463273,0.6952686585121438,0.3043806342392991,1.4887633141527916
1,0.9889106149570407,2.8502999510284037,0.8413887479801697,0.28272038914386466,0.6862374510284037
1,0.9759410770952068,3.8599718413320274,0.783180975875777,0.2831320370023093,0.935403403525955
1,0.9889106149570407,2.8502999510284037,0.8413887479801697,0.28272038914386466,0.6862374510284037
1,0.9680445687405751,3.5498592066601375,0.7986889266545323,0.31478681157531563,0.865756611165524
1,0.9893896468028539,2.7328599412340844,0.8477878701013168,0.2843087206383568,0.6583925073457394
1,0.9301469780809006,6.963577375122428,0.742802507202045,0.32504759570871183,1.2127586312438785
1,0.9455358321147278,6.926175318315377,0.7335105110018838,0.30420719311898364,1.245271180215475
1,0.953106847838451,4.477044564152791,0.7537129087423019,0.3074940612389603,1.069547318805093
1,0.9551294438672888,4.451717066601372,0.7528857454447249,0.30603567801272946,1.0700714679236045
1,0.887031318749609,10.457915034280115,0.6088414484614231,0.2792129380105185,1.8796829089128302
1,0.9155937702251224,9.70526750734574,0.6409718558707304,0.2630619915867324,1.7173841515670911
1,0.8953356694165133,9.391527913809991,0.6435851377125459,0.28563436379566015,1.6740863736532814
1,0.9817554173200601,3.2676756856023506,0.8206156391251885,0.3064670988960356,0.7778028587169442
1,0.936649556470077,7.4763405974534765,0.6599192419421509,0.27556942382239785,1.548619613124388
1,0.9267135653871885,10.15617348188051,0.6097795465008684,0.24303719705344706,1.863594974289912
1,0.9045904020814093,10.18872428991185,0.6132231154713944,0.2603907793157003,1.8452191478942215
1,0.907050622833277,10.27399608227228,0.5943840123606456,0.25197327141720655,1.9291518731635653
1,0.9846961524739986,3.5739011998041135,0.800522558471632,0.28107354583502475,0.8620952191478943
1,0.973792616773316,5.807097820763957,0.6915766886658506,0.24337131290236616,1.3552774547012734
1,0.9389268549891783,4.239134427032322,0.7627738598106905,0.36464027586470443,1.022986043095005
1,0.9411056318468235,4.675149975514202,0.7446748463084432,0.3307970668459013,1.1087590291381
1,0.9288083858310326,9.590750489715965,0.6411831776973411,0.25681602895426303,1.7066754407443685
1,0.9728377600402741,4.156892752203722,0.7712900311476123,0.28592301878031273,0.9915677032321253
1,0.9616460443185735,4.237894833496572,0.7649369224777365,0.3331051733922356,1.016439917972576
1,0.983076258747504,3.52047624877571,0.8040571895746271,0.27989308435506993,0.8466117776689521
1,0.9635707882748599,3.9112542850146914,0.7802266232489419,0.312315037933184,0.9469461618511263
1,0.9168720803386883,4.706782566111656,0.7355097023932422,0.35563692088069515,1.1408315989226248
1,0.8706362214269879,8.397236165523998,0.6454167392096813,0.32621827634029044,1.6498339556807051
1,0.9263746580959639,8.650648873653282,0.6484909361296604,0.2749356582813601,1.6549262365328112
1,0.8544425792990022,10.21677583251714,0.6004994262110769,0.3008926962312884,1.907837750979432
1,0.9691986839542795,4.11405790891283,0.7761506242564691,0.3232128051332918,0.9755333312928502
1,0.9373321509905055,9.387640793339864,0.6202063700140586,0.24111545548207447,1.7926894588638589
1,0.9394890672025826,8.594943682664054,0.6427021473629234,0.25495828751791755,1.6684240328109698
1,0.9550620005388633,8.808000734573948,0.6429376574870257,0.2324949066482323,1.6813402913809992
1,0.974156322246389,5.057327375122428,0.7196285143356514,0.24777601180145253,1.2146486287952984
1,0.9809872285770248,5.557373285994123,0.6991525648440493,0.21858126384092805,1.313643945886386
1,0.8843579075275354,9.206507100881488,0.6407841228603142,0.30348794235529186,1.7004392140058766
1,0.9444047861752282,6.096458741429972,0.7256823532865063,0.3081115060379367,1.2290149057296769
1,0.9601058304057731,3.9820641527913807,0.778859379612067,0.32229913895889595,0.9566371816846229
1,0.9736288531511366,3.4650006121449564,0.8021224953163522,0.31283599241543975,0.8488269772282077
1,0.9509100250694185,3.494184622918707,0.7992533037918642,0.3561074818788541,0.859267874632713
1,0.981601440803084,3.6418798971596464,0.7948191481263597,0.27234642351971317,0.8836809806562191
1,0.9850653117153848,3.752249632713027,0.7953901568362013,0.25594705052746425,0.8900778954456414
1,0.988745480707553,3.1438693682664054,0.8297939789131757,0.2631102430072084,0.7401100330558277
1,0.969071633284602,4.944876346718903,0.7375255114681589,0.27819332514114636,1.148093168462292
1,0.9646480146509486,7.109283178256613,0.6975361502586551,0.24118498255387166,1.3795949130754164
1,0.9434450260641956,9.902133325171402,0.636368710109569,0.2367038175466755,1.7298106941723803
1,0.9621725185354124,5.895751714005876,0.7289913983362638,0.26744603560082997,1.2080145078354554
1,0.9559576212464479,7.930445029382959,0.6947534305600492,0.24954313966688663,1.4269596290401572
1,0.977631847007461,4.158040523996083,0.7680571455729474,0.26699646098048285,1.000317550195886
1,0.9735603052345747,5.162111287952987,0.7178159262931212,0.251904697421688,1.2240029689030363
1,0.9823741798547193,3.6192458374142995,0.7947609893931281,0.2709798101652321,0.8809071988246817
1,0.8863634728097382,7.9242776689520085,0.6975481256448179,0.32297055235389716,1.4111701150832516
1,0.9316740013776652,5.470265058765916,0.7665900031060365,0.3334366184909429,1.0576296216944172
1,0.9140249891948011,7.147771792360431,0.7181334537917046,0.3257511272563114,1.3095770078354554
1,0.9514238932280207,7.19366736043095,0.7333943600603402,0.27786552947322146,1.2447011202252696
1,0.9873911681433808,3.5722790156709108,0.8013412096660727,0.24874254318396288,0.8597537646914788
1,0.9856010312589961,3.2188265181194913,0.814006251481412,0.27075807894622894,0.7950576946620961
1,0.9695176593023942,3.6409769833496575,0.8414986338408675,0.35240734496681325,0.7140594392752204
1,0.9446607000901631,3.7296002693437806,0.8314612287564246,0.3921657744068764,0.7549086373653281
1,0.9752409784995937,4.46028709598433,0.7558798347079142,0.2652684652055694,1.0610346780117534
1,0.9233319371601674,4.4665921890303615,0.7792131375056637,0.3971811425362555,0.9764974595984328
1,0.956391005886061,4.981895812928501,0.7306794612977723,0.2871732376162936,1.176217403281097
1,0.9615545169286298,4.878550440744369,0.7310424808147071,0.28038320472475553,1.1672762610186092
1,0.9533924238439961,5.6052583251714,0.6965987835455172,0.27425718034401414,1.3249877571008815
1,0.962817151621475,5.499250122428992,0.7148926889589385,0.28238402181969907,1.262017170666014
1,0.9887069480266266,4.330007345739472,0.7697770709431457,0.2560971191677897,1.0054940009794322
1,0.9914813946186664,3.909647404505388,0.7977640093623791,0.2287995804079603,0.8894619245837416
1,0.8711199062899199,5.76083496571988,0.7275081181571291,0.3911109264615847,1.2191708496571985
1,0.9113430967723205,5.125688663075416,0.7608029797985625,0.38244854062552364,1.0706377020078353
1,0.9371173071073815,13.380279750244856,0.5985490799486819,0.22355752844801416,1.9925280056317334
1,0.9425854749958668,12.766405484818806,0.6014695111662886,0.21812147404770799,1.9680842923604311
1,0.8727370106939293,11.20494613124388,0.6502274405206542,0.29201308954289956,1.694447845249755
1,0.9156464176698248,10.865511753183153,0.6522478001276933,0.2595864447495838,1.6762441846229188
1,0.9741899237180361,3.854217678746327,0.783508544584631,0.32399522797609426,0.9340413809990205
1,0.9715928879189673,4.450416258570029,0.7520448678851928,0.2802524730486103,1.0726003917727718
1,0.8917771323857175,14.143716332027424,0.5906737458610939,0.244077423583816,2.047506274485798
1,0.9122939950959603,13.79431929480901,0.6077592042639224,0.2390215858828303,1.960952803623898
1,0.9899439394740377,3.8404138099902063,0.7844667868810221,0.22759556206333414,0.9301695641527917
1,0.9780275347781034,4.122765670910871,0.7694688963885109,0.26750889478796214,0.9960669686581782
1,0.9754238421012182,4.814550685602351,0.7339852501913252,0.2856743463103484,1.1540386263467193
1,0.8462763696017919,13.7261416503428,0.6041602552484556,0.28539183847904676,1.9607041197355533
1,0.9170737861899617,10.77534280117532,0.6403987794742423,0.2618760475305336,1.7154750244857986
1,0.947432667241372,9.846902546523017,0.6510860850125618,0.23527137553113686,1.6695029382957887
1,0.9218516008235448,11.585838026444662,0.6288882665577724,0.24724332159448636,1.8131618817335946
